account,region,country,is_diplomatic_outlet,is_state_media_outlet,is_confucius_institute,account_category,name,social_media_type,langs,link_or_handle,extracted_from_file,extracted_from_col,lookup.twitter.user/verified,lookup.lookup.crowdtangle.account/verified,lookup.twitter.user/createdAt,combined/userHandle,combined/uniqueUserId
https://www.facebook.com/TheConfuciusInstituteAtStonyBrookUniversity/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/TheConfuciusInstituteAtStonyBrookUniversity/,fb-181049438712056
https://www.facebook.com/UCLA.CI/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/UCLA.CI/,fb-146197645860
https://www.facebook.com/UCLIOEConfuciusInstitute/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/UCLIOEConfuciusInstitute/,fb-578561838920431
https://www.facebook.com/UCLanConfuciusInstitute/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/UCLanConfuciusInstitute/,fb-153046511436400
https://www.facebook.com/UKconfucius/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/UKconfucius/,fb-177401208945567
https://www.facebook.com/UWPlattevilleConfuciusInstitute/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/UWPlattevilleConfuciusInstitute/,fb-233312776705831
https://www.facebook.com/UniversityofAkron,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,True,,fb-https://www.facebook.com/UniversityofAkron,fb-87506681775
https://www.facebook.com/WMUInternationl/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/WMUInternationl/,fb-308775102473864
https://www.facebook.com/akigoettingen,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/akigoettingen,fb-238744929861166
https://www.facebook.com/ambchineburkina/,Africa,BURKINA FASO,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/ambchineburkina/,fb-2190905197854867
https://www.facebook.com/audikonfuziusinstitutingolstadt,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/audikonfuziusinstitutingolstadt,fb-636120686565377
https://www.facebook.com/bangorconfuciusinstitute/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/bangorconfuciusinstitute/,fb-1386697314896879
https://www.facebook.com/bw.chineseembassy/,Africa,BOTSWANA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/bw.chineseembassy/,fb-838988326148968
https://www.facebook.com/cccsdsu/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/cccsdsu/,fb-62101521563
https://www.facebook.com/chinaandsamoa/,Asia-Pacific,SAMOA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaandsamoa/,fb-119507832777579
https://www.facebook.com/chinaemb.by/,Eurasia,BELARUS,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['chinese', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaemb.by/,fb-104593117643539
https://www.facebook.com/chinaemb.ss/,Africa,SOUTH SUDAN,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaemb.ss/,fb-1732084740270235
https://www.facebook.com/chinaembajada/,Americas,COLOMBIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['spanish', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaembajada/,fb-102057058042792
https://www.facebook.com/chinaembassy.cz/,Europe,CZECH REPUBLIC,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['czech', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaembassy.cz/,fb-978664115512241
https://www.facebook.com/chinaembassynmk/,Europe,MACEDONIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaembassynmk/,fb-106621514152583
https://www.facebook.com/chinaembd/?comment_id=Y29tbWVudDoxODE0ODcxMTk5ODgzOTNfMTgxNDg4MDA5OTg4MzA0,Asia-Pacific,BANGLADESH,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['bengali', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/chinaembd/?comment_id=Y29tbWVudDoxODE0ODcxMTk5ODgzOTNfMTgxNDg4MDA5OTg4MzA0,fb-106507707486335
https://www.facebook.com/chinaembgm/,Africa,GAMBIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaembgm/,fb-1934952550085647
https://www.facebook.com/chinaembmy/,Asia-Pacific,MALAYSIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/chinaembmy/,fb-1729961127070014
https://www.facebook.com/chinaembua/,Eurasia,UKRAINE,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['ukrainian', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinaembua/,fb-103492967817812
https://www.facebook.com/chinainsa/,Africa,SOUTH AFRICA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'chinese', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chinainsa/,fb-434624170049878
https://www.facebook.com/chinainstitute/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/chinainstitute/,fb-471000989752255
https://www.facebook.com/chineseembassyinbulgaria/?ref=page_internal&path=%2Fchineseembassyinbulgaria%2F,Europe,BULGARIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chineseembassyinbulgaria/?ref=page_internal&path=%2Fchineseembassyinbulgaria%2F,fb-108982464078168
https://www.facebook.com/chineseembassyinestonia/,Europe,ESTONIA,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chineseembassyinestonia/,fb-105242924619771
https://www.facebook.com/chineseembassyiniraq1/,Middle East,IRAQ,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['arabic', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/chineseembassyiniraq1/,fb-688845121577522
https://www.facebook.com/ciecoesc/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ciecoesc/,fb-1681467762113683
https://www.facebook.com/cinstitute,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/cinstitute,fb-385298201532681
https://www.facebook.com/cirutgers/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/cirutgers/,fb-484015451737058
https://www.facebook.com/cissstrathclyde/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/cissstrathclyde/,fb-1589530071269631
https://www.facebook.com/ciucdavis/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ciucdavis/,fb-1397037073897410
https://www.facebook.com/ciwky/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ciwky/,fb-136932046349635
https://www.facebook.com/ciwsu/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ciwsu/,fb-355147894500734
https://www.facebook.com/clevelandstateuniversity,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,True,,fb-https://www.facebook.com/clevelandstateuniversity,fb-68928662834
https://www.facebook.com/confucius.info,Eurasia,UKRAINE,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['russian', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,,,,
https://www.facebook.com/confuciusbntu/,Eurasia,BELARUS,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/confuciusbntu/,fb-284285672419677
https://www.facebook.com/confuciusheritage/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/confuciusheritage/,fb-237617642925262
https://www.facebook.com/confuciusinstituteaberdeen/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/confuciusinstituteaberdeen/,fb-175677372857806
https://www.facebook.com/confuciusunl,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/confuciusunl,fb-535935873096633
https://www.facebook.com/exploreutci/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/exploreutci/,fb-758445954253182
https://www.facebook.com/groups/1042824942404464,Eurasia,BELARUS,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,,,,
https://www.facebook.com/hullconfuciusinstitute/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/hullconfuciusinstitute/,fb-460521634072482
https://www.facebook.com/icmoldova,Eurasia,MOLDOVA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['romanian', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/icmoldova,fb-1652353111490522
https://www.facebook.com/knlukongzixueyuan,Eurasia,UKRAINE,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['russian', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/knlukongzixueyuan,fb-123704288349101
https://www.facebook.com/konfuziusinstitut/,Europe,AUSTRIA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/konfuziusinstitut/,fb-369134663215311
https://www.facebook.com/konfuziusinstitutBonn,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/konfuziusinstitutBonn,fb-2103110919978365
https://www.facebook.com/konfuziusinstituthamburg,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/konfuziusinstituthamburg,fb-106157016081199
https://www.facebook.com/konfuziusinstitutleipzig,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/konfuziusinstitutleipzig,fb-102186283183158
https://www.facebook.com/kr.chinaembassy,Asia-Pacific,"KOREA, South (ROK)",Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['chinese', 'korean', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,True,,fb-https://www.facebook.com/kr.chinaembassy,fb-112831343478178
https://www.facebook.com/leibniz.konfuzius,Europe,GERMANY,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['german', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,,,,
https://www.facebook.com/nottinghamci/,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/nottinghamci/,fb-1764043827184175
https://www.facebook.com/paukphawfriendship/,Asia-Pacific,MYANMAR,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['burmese', 'english', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/paukphawfriendship/,fb-191612647581463
https://www.facebook.com/savannahstate,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,True,,fb-https://www.facebook.com/savannahstate,fb-81383047843
https://www.facebook.com/troyci/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,,,,
https://www.facebook.com/tsucitx,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/tsucitx,fb-1346088588782198
https://www.facebook.com/ubconfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ubconfucius,fb-676311535835169
https://www.facebook.com/ucaci2008/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/ucaci2008/,fb-144200718957015
https://www.facebook.com/us.china.institute.bryantuniversity/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/us.china.institute.bryantuniversity/,fb-452906971513694
https://www.facebook.com/websteru,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,True,,fb-https://www.facebook.com/websteru,fb-32419581551
https://www.facebook.com/wmconfuciusinstitute/,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_facebook_link,fb,"['n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Facebook link,,False,,fb-https://www.facebook.com/wmconfuciusinstitute/,fb-177527755683196
https://www.facebook.com/www.chinaembassy.org.zw/,Africa,ZIMBABWE,Diplomatic outlet,0,0,Chinese Embassy,chinese_embassy_facebook_page_link,fb,"['english', 'n/a', 'n/a']",link,ChinaSocialMedia20200928.xlsx,Main Facebook Page Link,,False,,fb-https://www.facebook.com/www.chinaembassy.org.zw/,fb-232204800678880
kogakuin_cik,Asia-Pacific,JAPAN,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['japanese'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2011-04-01T07:39:53.000Z,tw-kogakuin_cik,tw-275427123
li_xiaosi,Europe,AUSTRIA,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'german', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2019-09-05T07:16:56.000Z,tw-li_xiaosi,tw-1169509456700465153
liuboleo2,Americas,PANAMA,Diplomatic outlet,0,0,Deputy chief of mission,deputy_chief_of_mission_twitter_handle,tw,"['spanish', 'english']",handle,ChinaSocialMedia20200928.xlsx,Deputy chief of mission Twitter handle,False,,2018-03-18T03:07:21.000Z,tw-liuboleo2,tw-975206996608798720
nottingham_ci,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2017-07-02T19:35:55.000Z,tw-nottingham_ci,tw-881597323280871424
oujianhong,Americas,EL SALVADOR,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['spanish', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2018-08-27T03:35:11.000Z,tw-oujianhong,tw-1033920834409312256
peoplearabic,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_facebook_handle,fb,['arabic'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Facebook handle,,False,,fb-peoplearabic,fb-395997657147730
peopledailyJP,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['japanese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2011-05-24T16:43:20.000Z,tw-peopledailyJP,tw-304506442
shanghaidaily,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2009-01-18T09:16:43.000Z,tw-shanghaidaily,tw-19140447
thepapercn,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2019-08-12T05:06:23.000Z,tw-thepapercn,tw-1160779539892408321
ua_confucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2010-01-07T18:14:36.000Z,tw-ua_confucius,tw-102750003
uofuci,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2018-02-21T01:46:46.000Z,tw-uofuci,tw-966127023318999041
weiasecas,Americas,PANAMA,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['spanish', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2017-11-01T03:12:00.000Z,tw-weiasecas,tw-925561028469035008
wmconfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2017-06-09T13:50:58.000Z,tw-wmconfucius,tw-873175588919554049
yicaichina,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2016-03-29T05:21:59.000Z,tw-yicaichina,tw-714684004495204352
zlj517,Asia Pacific,CHINA,Diplomatic outlet,0,0,Ministry official,ministry_official_twitter_handle,tw,"['english', 'mandarin']",handle,ChinaSocialMedia20200928.xlsx,Ministry official Twitter handle,True,,2010-05-08T15:38:36.000Z,tw-zlj517,tw-141627220
