account,region,country,is_diplomatic_outlet,is_state_media_outlet,is_confucius_institute,account_category,name,social_media_type,langs,link_or_handle,extracted_from_file,extracted_from_col,lookup.twitter.user/verified,lookup.lookup.crowdtangle.account/verified,lookup.twitter.user/createdAt,combined/userHandle,combined/uniqueUserId
ChinaEmbSL,Asia-Pacific,SRI LANKA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'sinhalese', 'tamil']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2020-03-20T04:41:39.000Z,tw-ChinaEmbSL,tw-1240860947826311169
ChinaEmbSVK,Europe,SLOVAKIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['slovak', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2020-02-10T10:51:01.000Z,tw-ChinaEmbSVK,tw-1226820755721248769
ChinaEmbTurkey,Europe,TURKEY,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['turkish', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2015-10-24T10:00:24.000Z,tw-ChinaEmbTurkey,tw-4030814476
ChinaEmbajada,Americas,CHILE,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['spanish', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-12-10T20:24:05.000Z,tw-ChinaEmbajada,tw-1204496933886320641
ChinaEmbajadaRD,Americas,DOMINICAN REPUBLIC,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['spanish', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-04-25T17:29:44.000Z,tw-ChinaEmbajadaRD,tw-1121466332669775878
ChinaEmbinGH,Africa,GHANA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2020-03-04T10:45:58.000Z,tw-ChinaEmbinGH,tw-1235154463901585413
ChinaEmbinMR,Africa,MAURITANIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['arabic', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-09-16T14:16:40.000Z,tw-ChinaEmbinMR,tw-1173601346592919553
ChinaInDenmark,Europe,DENMARK,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2017-05-10T12:53:38.000Z,tw-ChinaInDenmark,tw-862289524679991298
ChinaInstitute_,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2012-04-17T19:24:50.000Z,tw-ChinaInstitute_,tw-556215059
ChinaIraq,Middle East,IRAQ,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['arabic', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2020-01-12T12:04:44.000Z,tw-ChinaIraq,tw-1216330086028316672
ChinaMissionGva,International,UNITED NATIONS (GENEVA),Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2015-05-14T19:09:34.000Z,tw-ChinaMissionGva,tw-3254484081
ChinaMissionVie,International,UNITED NATIONS (VIENNA),Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-10-15T08:19:45.000Z,tw-ChinaMissionVie,tw-1184020957272399873
ChinaPlusNews,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2009-04-20T03:09:12.000Z,tw-ChinaPlusNews,tw-33400255
ChinaScience,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2019-08-23T16:40:11.000Z,tw-ChinaScience,tw-1164940374374330368
ChinaYouthOL,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,False,,2019-09-21T14:02:13.000Z,tw-ChinaYouthOL,tw-1175409838337093632
China_Amb_India,Asia-Pacific,INDIA,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2017-12-05T15:46:17.000Z,tw-China_Amb_India,tw-938072041273430017
China_Amb_Zim,Africa,ZIMBABWE,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2019-04-06T11:56:27.000Z,tw-China_Amb_Zim,tw-1114497090426691586
China_Lyon,Europe,FRANCE,Diplomatic outlet,0,0,Consul General,consul_general_twitter_handle,tw,['french'],handle,ChinaSocialMedia20200928.xlsx,Consul General Twitter handle,False,,2020-03-05T14:58:02.000Z,tw-China_Lyon,tw-1235580233669099522
Chinacultureorg,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2015-11-23T06:56:23.000Z,tw-Chinacultureorg,tw-4331355020
Chinadaily_CH,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2020-05-31T09:07:53.000Z,tw-Chinadaily_CH,tw-1267019174921908230
ChinaembassyT,Europe,ALBANIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'albanian', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-04-29T07:54:50.000Z,tw-ChinaembassyT,tw-1122771205545709569
Chinaembmanila,Asia-Pacific,PHILIPPINES,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2017-02-20T08:41:38.000Z,tw-Chinaembmanila,tw-833597469007097856
ChinainLebanon,Middle East,LEBANON,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['arabic', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2020-02-07T11:25:09.000Z,tw-ChinainLebanon,tw-1225742020301467649
Chinamission2un,International,UNITED NATIONS (NEW YORK),Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2015-04-27T03:06:57.000Z,tw-Chinamission2un,tw-3210919822
ChinaorgcnArabic,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_facebook_handle,fb,['arabic'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Facebook handle,,True,,fb-ChinaorgcnArabic,fb-333141140132864
Chine Nouvelle,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['french'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,,,,,
ChineAmbDjibout,Africa,DJIBOUTI,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['french', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2020-04-16T08:38:54.000Z,tw-ChineAmbDjibout,tw-1250704920153554944
Chine_au_Mali,Africa,MALI,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['french', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2018-08-10T15:37:08.000Z,tw-Chine_au_Mali,tw-1027941926035701760
ChineseConsulateLA,Americas,UNITED STATES OF AMERICA,Diplomatic outlet,0,0,Consulate General,consulate_general_facebook_handle,fb,['english'],handle,ChinaSocialMedia20200928.xlsx,Consulate General Facebook handle,,True,,fb-ChineseConsulateLA,fb-899005777109124
ChineseEmbKenya,Africa,KENYA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-03-20T12:57:20.000Z,tw-ChineseEmbKenya,tw-1108351818680004608
ChineseEmbSA,Africa,SOUTH AFRICA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,,,,,
ChineseEmbTZ,Africa,TANZANIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'swahili', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-12-09T13:41:26.000Z,tw-ChineseEmbTZ,tw-1204033086977200128
ChineseEmb_PNG,Asia-Pacific,PAPUA NEW GUINEA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2020-02-12T00:52:05.000Z,tw-ChineseEmb_PNG,tw-1227394803911938048
ChineseEmb_Uga,Africa,UGANDA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2018-01-26T14:12:02.000Z,tw-ChineseEmb_Uga,tw-956892490510020608
ChineseEmbinCZ,Europe,CZECH REPUBLIC,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['czech', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2020-02-24T10:00:22.000Z,tw-ChineseEmbinCZ,tw-1231881286693916675
ChineseEmbinHU,Europe,HUNGARY,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['hungarian', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-10-23T07:19:09.000Z,tw-ChineseEmbinHU,tw-1186904833661571072
ChineseEmbinRus,Eurasia,RUSSIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['russian', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2020-02-08T09:58:16.000Z,tw-ChineseEmbinRus,tw-1226082749683032064
ChineseEmbinUK,Europe,UNITED KINGDOM,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-11-14T10:39:56.000Z,tw-ChineseEmbinUK,tw-1194927873171296257
ChineseEmbinUS,Americas,UNITED STATES OF AMERICA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-06-05T21:23:27.000Z,tw-ChineseEmbinUS,tw-1136383051917910017
ChineseEmbtoYEM,Middle East,YEMEN,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['arabic', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-09-09T06:56:14.000Z,tw-ChineseEmbtoYEM,tw-1170953914331607040
ChineseLiberia,Africa,LIBERIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2019-12-03T11:42:30.000Z,tw-ChineseLiberia,tw-1201828638171303936
ChineseSomalia,Africa,SOMALIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-06-23T08:22:29.000Z,tw-ChineseSomalia,tw-1142709496042668032
ChineseZimbabwe,Africa,ZIMBABWE,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2018-09-04T08:45:11.000Z,tw-ChineseZimbabwe,tw-1036897953334607873
ChineseembassyJ,Middle East,JORDAN,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['arabic', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-09-10T05:21:47.000Z,tw-ChineseembassyJ,tw-1171292606803972097
ChnEmbassy_jp,Asia-Pacific,JAPAN,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['japanese', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2014-04-23T02:45:07.000Z,tw-ChnEmbassy_jp,tw-2459061450
ConfuciusAbUni,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-09-19T10:58:02.000Z,tw-ConfuciusAbUni,tw-777824062538153984
ConfuciusBangor,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-08-03T13:14:40.000Z,tw-ConfuciusBangor,tw-760826219139072001
ConfuciusCovuni,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2019-03-19T14:09:00.000Z,tw-ConfuciusCovuni,tw-1108007465826897921
ConfuciusIdaho,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['n/a'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2014-10-08T19:29:39.000Z,tw-ConfuciusIdaho,tw-2816520537
ConfuciusMCR,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2011-06-06T14:19:28.000Z,tw-ConfuciusMCR,tw-312054712
ConfuciusNJCU,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-01-20T20:00:27.000Z,tw-ConfuciusNJCU,tw-4830646103
ConfuciusTSD,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2013-09-11T08:26:54.000Z,tw-ConfuciusTSD,tw-1853735762
ConfuciusTmt,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2020-07-02T06:59:04.000Z,tw-ConfuciusTmt,tw-1278583799966830592
ConfuciusUNL,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2018-01-08T20:16:07.000Z,tw-ConfuciusUNL,tw-950461134640963584
Confucius_HWU,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-10-31T15:10:04.000Z,tw-Confucius_HWU,tw-793107778701254656
Confucius_UoS,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2014-09-29T19:45:30.000Z,tw-Confucius_UoS,tw-2792664665
Confuciusinsti,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2018-02-05T21:25:48.000Z,tw-Confuciusinsti,tw-960625528939020288
ConsuladoCHNSC,Americas,BOLIVIA,Diplomatic outlet,0,0,CG/Mission,cg_mission_twitter_handle,tw,"['spanish', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,CG/Mission Twitter handle,False,,2020-01-21T22:11:26.000Z,tw-ConsuladoCHNSC,tw-1219744155024445442
ConsulateSan,Americas,UNITED STATES OF AMERICA,Diplomatic outlet,0,0,CG/Mission,cg_mission_twitter_handle,tw,"['english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,CG/Mission Twitter handle,False,,2020-03-17T16:22:54.000Z,tw-ConsulateSan,tw-1239950242113413121
CriFrancais,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['french'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2016-01-19T02:51:54.000Z,tw-CriFrancais,tw-4780944534
DMU_CI,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-01-12T09:20:25.000Z,tw-DMU_CI,tw-4782754515
DrZhaoYanbo,Africa,BOTSWANA,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2020-02-27T13:11:41.000Z,tw-DrZhaoYanbo,tw-1233016806698373122
DrZhaoyongchen,Americas,GRENADA,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2019-07-19T13:46:56.000Z,tw-DrZhaoyongchen,tw-1152213233605992453
Echinanews,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2011-07-20T00:59:59.000Z,tw-Echinanews,tw-338736117
EmbChinaCuba,Americas,CUBA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['english', 'spanish', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2020-03-03T22:05:42.000Z,tw-EmbChinaCuba,tw-1234962650053910528
EmbChinaGE,Africa,EQUATORIAL GUINEA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['spanish', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2020-03-25T18:29:21.000Z,tw-EmbChinaGE,tw-1242881237733314561
EmbChina_RS,Europe,SERBIA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['serbian', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2020-05-06T08:53:55.000Z,tw-EmbChina_RS,tw-1257956722423091200
EmbZhangRun,Americas,DOMINICAN REPUBLIC,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['spanish', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2018-12-25T22:17:29.000Z,tw-EmbZhangRun,tw-1077689818165972992
Emb_ChinaVen,Americas,VENEZUELA,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['spanish', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-09-13T13:31:10.000Z,tw-Emb_ChinaVen,tw-1172502910917382145
EmbaixadaChina,Americas,BRAZIL,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['portuguese', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,True,,2018-05-03T15:28:19.000Z,tw-EmbaixadaChina,tw-992063308139319296
EmbajadaChinaEc,Americas,ECUADOR,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['spanish', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-12-02T16:18:57.000Z,tw-EmbajadaChinaEc,tw-1201536069403058176
EmbajadaChinaSV,Americas,EL SALVADOR,Diplomatic outlet,0,0,Embassy,embassy_twitter_handle,tw,"['spanish', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Embassy Twitter handle without NA,False,,2019-02-19T16:48:43.000Z,tw-EmbajadaChinaSV,tw-1097900802067304448
FlyOverChina,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2019-03-30T09:43:49.000Z,tw-FlyOverChina,tw-1111926997813325824
FuCong17,Asia Pacific,CHINA,Diplomatic outlet,0,0,Ministry official,ministry_official_twitter_handle,tw,"['english', 'mandarin']",handle,ChinaSocialMedia20200928.xlsx,Ministry official Twitter handle,True,,2020-06-18T00:45:39.000Z,tw-FuCong17,tw-1273416484094525440
GWConfucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2013-03-01T23:09:48.000Z,tw-GWConfucius,tw-1231924214
GeneralkonsulDu,Europe,GERMANY,Diplomatic outlet,0,0,CG/Mission,cg_mission_twitter_handle,tw,"['german', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,CG/Mission Twitter handle,True,,2020-02-28T14:55:12.000Z,tw-GeneralkonsulDu,tw-1233405256048009217
GlobalTimes_CN,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,False,,2018-05-23T02:06:53.000Z,tw-GlobalTimes_CN,tw-999109379877060608
GoldsmithsCI,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2013-08-14T14:54:28.000Z,tw-GoldsmithsCI,tw-1670671752
Guangming_Daily,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2012-06-04T07:34:01.000Z,tw-Guangming_Daily,tw-599026769
HISD_Confucius,Americas,UNITED STATES OF AMERICA,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-07-28T17:56:42.000Z,tw-HISD_Confucius,tw-758722864698621952
HullConfucius,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2016-06-01T08:19:08.000Z,tw-HullConfucius,tw-737921406042791936
Lancaster_CI,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2013-09-01T00:15:05.000Z,tw-Lancaster_CI,tw-1717147890
LeedsConfucius,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2013-10-31T12:55:04.000Z,tw-LeedsConfucius,tw-2166586458
Li_Baorong,Americas,VENEZUELA,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['spanish', 'english', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2016-08-26T03:20:14.000Z,tw-Li_Baorong,tw-769011542033633280
LiuHongyang4,Africa,MALAWI,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2018-02-27T07:50:45.000Z,tw-LiuHongyang4,tw-968392946901925888
LiyingZHU1,Africa,MALI,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['french', 'n/a', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2019-08-06T15:28:54.000Z,tw-LiyingZHU1,tw-1158761872969084934
MFA_China,Asia Pacific,CHINA,Diplomatic outlet,0,0,Ministry official,ministry_official_twitter_handle,tw,"['english', 'mandarin']",handle,ChinaSocialMedia20200928.xlsx,Ministry official Twitter handle,True,,2019-10-14T10:42:48.000Z,tw-MFA_China,tw-1183694592433983489
MSLU_BY,Eurasia,BELARUS,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['russian'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2009-10-01T12:24:03.000Z,tw-MSLU_BY,tw-78889841
OBUConfucius,Europe,UNITED KINGDOM,0,0,Confucius Institute,Confucius Institute,institute_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Institute Twitter handle,False,,2017-07-05T09:40:41.000Z,tw-OBUConfucius,tw-882534687599624192
PDChinaBusiness,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2019-08-23T16:36:23.000Z,tw-PDChinaBusiness,tw-1164939395939602432
PDChinaHK,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2020-06-08T16:01:14.000Z,tw-PDChinaHK,tw-1270023039548362754
PDChinaLife,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['english'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2019-08-23T16:27:22.000Z,tw-PDChinaLife,tw-1164937093656862720
PDChinese,Asia Pacific,CHINA,0,State media outlet,0,Media outlet,media_outlet_twitter_handle,tw,['chinese'],handle,ChinaSocialMedia20200928.xlsx,Media outlet Twitter handle,True,,2013-06-19T19:31:19.000Z,tw-PDChinese,tw-1531801543
PRCAmbNL,Europe,NETHERLANDS,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'dutch', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,False,,2019-11-22T14:25:19.000Z,tw-PRCAmbNL,tw-1197883706083545089
PRCAmbNepal,Asia-Pacific,NEPAL,Diplomatic outlet,0,0,Chinese Ambassador,chinese_ambassador_twitter_handle,tw,"['english', 'nepali', 'n/a']",handle,ChinaSocialMedia20200928.xlsx,Chinese Ambassador Twitter handle,True,,2019-06-18T08:51:07.000Z,tw-PRCAmbNepal,tw-1140904762893688833
